,Date,ProductID,ProductName,Category,OriginalPrice,DiscountPrice,PromotionType,PromotionText,SalesVolume,Revenue,SalesOrganization,DistributionChannel,BusinessUnit,BusinessUnitType
197,14-11-2022,8001,OnePlus 12,Smartphones,73.94,11.56,Bonus Buy,Free adapter,55,2563,East,In-store,BU207,DistributionCenter
198,18-10-2023,4001,Google Pixel 7,Smartphones,75.9,12.56,Bonus Buy,Get 10% off on earbuds,52,2024,Central,Online,BU219,DistributionCenter
199,07-06-2023,4001,Samsung S23,Smartphones,63.05,10.62,Discount,Free adapter,17,2924,North,Catalog,BU206,Retail Store
200,29-08-2023,12001,HP Spectre,Laptops,82.7,12.72,Discount,Get a free laptop bag,38,2677,West,Catalog,BU219,DistributionCenter
201,27-05-2022,13001,MacBook Pro,Laptops,71.82,14.32,Bonus Buy,Get 10% off,29,2775,West,Catalog,BU218,Retail Store
202,11-03-2022,14001,MacBook Pro,Laptops,81.8,14.82,BOGOF,Free adapter,14,1545,West,Online,BU204,Retail Store
203,18-07-2022,13001,Dell XPS,Laptops,67.94,13.82,Bonus Buy,Get 10% off,41,2766,North,In-store,BU210,Retail Store
204,17-07-2022,13001,HP Spectre,Laptops,75.33,14.99,Free Gift,Get 10% off,28,2624,East,Catalog,BU218,DistributionCenter
205,07-10-2022,14001,MacBook Pro,Laptops,64.74,11.69,BOGOF,Get 10% off on earbuds,53,1610,Central,In-store,BU214,DistributionCenter
206,02-01-2023,12001,HP Spectre,Laptops,89.32,14.26,Discount,Free adapter,60,1810,West,Catalog,BU215,Retail Store
207,06-06-2022,12001,Dell XPS,Laptops,72.81,11.57,BOGOF,Free adapter,57,1711,North,In-store,BU200,Retail Store
208,07-05-2022,14001,Dell XPS,Laptops,78.26,10.13,Discount,Get a free laptop bag,52,2825,Central,Online,BU200,Retail Store
209,19-07-2022,14001,Dell XPS,Laptops,80.25,11.69,BOGOF,Get 10% off on earbuds,33,1799,East,In-store,BU212,DistributionCenter
210,21-07-2023,13001,HP Spectre,Laptops,68.28,10.82,Free Gift,Get 10% off on earbuds,41,2738,South,Online,BU213,DistributionCenter
211,12-03-2022,11001,MacBook Pro,Laptops,70.69,14.1,Discount,Get a free laptop bag,28,2511,Central,In-store,BU204,DistributionCenter
212,27-10-2023,13001,HP Spectre,Laptops,63.06,12.57,Free Gift,Get a free laptop bag,25,2282,North,Catalog,BU210,DistributionCenter
213,20-10-2023,11001,Dell XPS,Laptops,65.54,13.61,BOGOF,Get 10% off on earbuds,38,1891,North,Online,BU212,Retail Store
214,24-11-2023,12001,Lenovo ThinkPad,Laptops,85.12,11.56,Bonus Buy,Free adapter,50,2056,Central,In-store,BU212,DistributionCenter
215,26-01-2022,14001,HP Spectre,Laptops,73.7,14.12,Bonus Buy,Get a free laptop bag,32,1809,North,Online,BU209,DistributionCenter
216,03-12-2022,12001,HP Spectre,Laptops,77.6,11.68,Free Gift,Get 10% off on earbuds,29,2892,East,Online,BU219,Retail Store
217,01-10-2022,12001,Lenovo ThinkPad,Laptops,80.33,11.31,BOGOF,Free adapter,42,2156,South,Online,BU202,Retail Store
218,22-05-2022,11001,HP Spectre,Laptops,79.96,12.01,Free Gift,Get 10% off on earbuds,58,1856,South,Catalog,BU212,DistributionCenter
219,09-06-2023,11001,HP Spectre,Laptops,62.9,12.53,Discount,Get 10% off,14,2696,South,In-store,BU204,DistributionCenter
220,28-01-2022,12001,HP Spectre,Laptops,89.8,13.98,Free Gift,Get 10% off,43,2347,Central,Catalog,BU209,Retail Store
221,16-08-2023,13001,MacBook Pro,Laptops,65.07,12.68,Free Gift,Free adapter,57,2423,Central,Catalog,BU205,Retail Store
222,29-10-2023,12001,MacBook Pro,Laptops,69.59,13.43,Bonus Buy,Get a free laptop bag,28,2855,Central,Online,BU216,Retail Store
223,13-06-2022,14001,Dell XPS,Laptops,65.39,13.45,Bonus Buy,Get 10% off,29,2090,Central,In-store,BU200,Retail Store
224,25-01-2023,12001,Dell XPS,Laptops,73.56,11.22,Discount,Get 10% off on earbuds,18,1467,East,Online,BU206,Retail Store
225,28-03-2022,12001,Dell XPS,Laptops,60.44,13.65,Bonus Buy,Get a free laptop bag,21,2257,East,Online,BU209,Retail Store
226,16-03-2022,14001,HP Spectre,Laptops,70.01,14.8,Free Gift,Get 10% off on earbuds,31,1420,North,Catalog,BU218,Retail Store
227,29-01-2022,14001,MacBook Pro,Laptops,74.53,14.06,Bonus Buy,Get 10% off,48,1240,Central,Catalog,BU206,Retail Store
228,23-07-2022,14001,MacBook Pro,Laptops,85.8,13.28,Discount,Get 10% off,48,1597,Central,Catalog,BU213,DistributionCenter
229,26-02-2023,12001,HP Spectre,Laptops,83.22,14.98,Bonus Buy,Get 10% off,28,1471,East,Online,BU200,Retail Store
230,14-06-2022,14001,Dell XPS,Laptops,82.26,13.18,Discount,Get 10% off,33,2780,South,Catalog,BU204,Retail Store
231,30-01-2022,12001,HP Spectre,Laptops,73.82,10.54,Discount,Free adapter,34,2690,North,Online,BU208,Retail Store
232,05-08-2023,12001,Dell XPS,Laptops,80.12,10.53,Discount,Free adapter,14,1446,East,In-store,BU215,Retail Store
233,23-06-2023,14001,Lenovo ThinkPad,Laptops,76.43,12.98,Bonus Buy,Free adapter,23,2899,North,Catalog,BU215,DistributionCenter
234,03-11-2023,11001,MacBook Pro,Laptops,69.51,11.3,Discount,Get 10% off,20,2222,East,In-store,BU207,DistributionCenter
235,24-07-2022,12001,HP Spectre,Laptops,86.64,12.45,Bonus Buy,Get 10% off,30,1645,South,Catalog,BU202,Retail Store
236,06-03-2023,12001,Lenovo ThinkPad,Laptops,63.64,11.22,Free Gift,Get 10% off,22,1893,East,Catalog,BU208,Retail Store
237,13-09-2022,12001,MacBook Pro,Laptops,62.82,10.59,Free Gift,Get 10% off on earbuds,15,2480,East,Online,BU218,DistributionCenter
238,23-05-2023,14001,HP Spectre,Laptops,66.73,10.29,Free Gift,Get 10% off,12,1995,South,Catalog,BU200,DistributionCenter
239,29-10-2022,13001,HP Spectre,Laptops,67.35,11.04,Discount,Get 10% off on earbuds,37,2383,South,Catalog,BU217,Retail Store
240,16-01-2022,13001,HP Spectre,Laptops,65.07,14.16,Discount,Free adapter,48,1704,South,In-store,BU205,Retail Store
241,24-12-2022,11001,HP Spectre,Laptops,60.41,11.79,Bonus Buy,Get 10% off,60,2343,West,Online,BU218,DistributionCenter
242,27-07-2022,13001,Lenovo ThinkPad,Laptops,82.27,10.64,Discount,Free adapter,14,2210,East,In-store,BU215,DistributionCenter
243,31-03-2022,11001,Dell XPS,Laptops,62.05,13.93,Free Gift,Get a free laptop bag,42,1273,East,In-store,BU200,DistributionCenter
244,28-09-2022,14001,Dell XPS,Laptops,69.59,14.6,Free Gift,Get 10% off,25,1552,South,Catalog,BU212,Retail Store
245,28-12-2023,13001,Lenovo ThinkPad,Laptops,67.05,10.37,Discount,Get 10% off on earbuds,37,2378,South,Catalog,BU210,DistributionCenter
246,13-10-2023,12001,HP Spectre,Laptops,63.31,14.84,BOGOF,Free adapter,21,2336,South,Online,BU200,DistributionCenter
247,16-10-2022,11001,HP Spectre,Laptops,78.51,14.03,Free Gift,Get 10% off on earbuds,18,2704,North,In-store,BU212,Retail Store
248,16-09-2022,13001,HP Spectre,Laptops,70.97,13.9,Discount,Get 10% off on earbuds,21,1353,North,In-store,BU219,DistributionCenter
249,09-07-2023,12001,MacBook Pro,Laptops,64.51,12,Bonus Buy,Get 10% off on earbuds,56,2084,Central,Catalog,BU213,DistributionCenter
250,25-04-2022,12001,Lenovo ThinkPad,Laptops,67.34,14.83,Bonus Buy,Free adapter,58,1724,West,In-store,BU201,DistributionCenter
251,31-03-2023,12001,Dell XPS,Laptops,64.13,11.84,Bonus Buy,Get 10% off on earbuds,56,1349,Central,In-store,BU204,Retail Store
252,30-09-2022,11001,Lenovo ThinkPad,Laptops,61.95,11.21,Bonus Buy,Get a free laptop bag,22,1920,East,Catalog,BU211,Retail Store
253,28-05-2022,11001,Dell XPS,Laptops,73.9,13.78,Discount,Free adapter,14,2727,East,Catalog,BU218,DistributionCenter
254,17-12-2023,14001,HP Spectre,Laptops,76.69,10.7,Discount,Get 10% off on earbuds,49,2758,North,Online,BU207,Retail Store
255,06-05-2022,13001,HP Spectre,Laptops,69.45,11.44,BOGOF,Get 10% off,45,2332,Central,Online,BU200,Retail Store
256,06-09-2022,11001,Dell XPS,Laptops,86.53,13,Discount,Get 10% off on earbuds,17,2160,West,Catalog,BU219,Retail Store
257,10-05-2023,13001,Lenovo ThinkPad,Laptops,69.73,14.84,Bonus Buy,Free adapter,23,1558,North,Catalog,BU206,Retail Store
258,06-04-2023,12001,MacBook Pro,Laptops,61.1,14.37,Bonus Buy,Get a free laptop bag,60,2508,North,In-store,BU215,Retail Store
259,15-03-2023,13001,Dell XPS,Laptops,73.27,13.83,Discount,Free adapter,52,1917,South,Online,BU219,DistributionCenter
260,04-10-2023,12001,MacBook Pro,Laptops,74.37,12.86,Free Gift,Get 10% off on earbuds,18,1613,South,Catalog,BU217,Retail Store
261,18-08-2023,11001,HP Spectre,Laptops,74.68,10.24,Discount,Get 10% off on earbuds,58,1437,West,Catalog,BU216,DistributionCenter
262,13-08-2023,11001,Dell XPS,Laptops,83.73,11.08,Discount,Get 10% off,11,1543,Central,Catalog,BU201,Retail Store
263,02-07-2022,13001,Dell XPS,Laptops,87.18,10.22,Bonus Buy,Free adapter,53,1367,West,Catalog,BU216,DistributionCenter
264,22-03-2022,11001,Lenovo ThinkPad,Laptops,83.34,12.98,BOGOF,Get 10% off,55,2638,South,In-store,BU201,DistributionCenter
265,21-05-2022,13001,Dell XPS,Laptops,81.63,10.37,BOGOF,Free adapter,56,2900,South,In-store,BU216,Retail Store
266,19-11-2022,14001,MacBook Pro,Laptops,76.51,13.01,Bonus Buy,Free adapter,18,1250,West,Online,BU201,DistributionCenter
267,29-05-2022,12001,HP Spectre,Laptops,62.09,14.94,Discount,Get a free laptop bag,11,1795,North,Catalog,BU201,DistributionCenter
268,07-07-2023,11001,Dell XPS,Laptops,64.28,14.29,Discount,Get 10% off,19,1762,Central,In-store,BU201,DistributionCenter
269,18-08-2022,11001,Dell XPS,Laptops,84.08,10.34,BOGOF,Free adapter,49,2474,East,Catalog,BU216,Retail Store
270,11-01-2022,14001,Lenovo ThinkPad,Laptops,61.34,13.14,Free Gift,Get 10% off on earbuds,39,2599,South,In-store,BU201,Retail Store
271,27-11-2022,13001,Lenovo ThinkPad,Laptops,72.71,13.41,Discount,Free adapter,34,1600,East,Catalog,BU218,Retail Store
272,03-01-2023,11001,MacBook Pro,Laptops,89.3,14.26,Bonus Buy,Free adapter,45,1267,North,In-store,BU207,DistributionCenter
273,04-04-2023,11001,Dell XPS,Laptops,73.02,12.88,Bonus Buy,Get 10% off on earbuds,35,1953,Central,Catalog,BU216,Retail Store
274,25-10-2023,13001,Lenovo ThinkPad,Laptops,70.66,10.76,Free Gift,Get 10% off on earbuds,41,2071,North,Online,BU219,DistributionCenter
275,10-05-2022,14001,Dell XPS,Laptops,75.83,14.06,Bonus Buy,Get 10% off,50,2162,North,Online,BU212,Retail Store
276,19-11-2023,14001,HP Spectre,Laptops,68.57,14.3,Free Gift,Free adapter,58,1949,North,Online,BU203,Retail Store
277,22-08-2023,11001,HP Spectre,Laptops,85.35,12.94,Discount,Get 10% off,52,2267,West,Catalog,BU213,Retail Store
278,01-09-2022,13001,HP Spectre,Laptops,77.73,11.65,Discount,Get 10% off on earbuds,48,2837,North,Catalog,BU213,DistributionCenter
279,22-12-2022,14001,HP Spectre,Laptops,72.41,10.6,Bonus Buy,Get 10% off,50,1410,North,In-store,BU202,Retail Store
280,30-07-2022,13001,Dell XPS,Laptops,83.41,12.34,Bonus Buy,Get 10% off on earbuds,16,2765,South,Catalog,BU208,Retail Store
281,05-09-2022,11001,Dell XPS,Laptops,89.76,10.46,Bonus Buy,Get 10% off,19,1945,North,In-store,BU200,Retail Store
282,30-07-2022,13001,Lenovo ThinkPad,Laptops,82.2,10.15,BOGOF,Get 10% off,21,2320,Central,Catalog,BU217,DistributionCenter
283,15-11-2023,11001,MacBook Pro,Laptops,69.88,10.99,BOGOF,Get a free laptop bag,57,1725,South,In-store,BU209,Retail Store
284,10-12-2023,13001,Dell XPS,Laptops,88.57,12.65,Free Gift,Get a free laptop bag,55,1440,East,In-store,BU205,Retail Store
285,16-11-2023,13001,MacBook Pro,Laptops,79.49,12.2,Free Gift,Free adapter,46,1664,South,In-store,BU215,Retail Store
286,06-09-2023,12001,MacBook Pro,Laptops,81.44,10.57,Free Gift,Get 10% off,32,1491,South,Online,BU203,Retail Store
287,04-09-2022,11001,Lenovo ThinkPad,Laptops,66.23,14.55,BOGOF,Get a free laptop bag,10,2243,East,Online,BU212,Retail Store
288,12-12-2023,14001,Dell XPS,Laptops,88.38,11.79,Free Gift,Get 10% off on earbuds,59,2409,West,In-store,BU215,Retail Store
289,25-12-2023,13001,Lenovo ThinkPad,Laptops,83.15,13.56,BOGOF,Get 10% off,43,1701,West,Catalog,BU211,DistributionCenter
290,26-11-2022,14001,HP Spectre,Laptops,74.24,10.27,Discount,Get 10% off on earbuds,29,1889,West,Catalog,BU219,DistributionCenter
291,21-10-2022,13001,Dell XPS,Laptops,67.18,14.04,Free Gift,Get a free laptop bag,36,1953,North,Online,BU202,DistributionCenter
292,11-04-2023,14001,HP Spectre,Laptops,72.84,11.74,BOGOF,Get a free laptop bag,17,2707,North,In-store,BU213,DistributionCenter
293,11-11-2023,13001,HP Spectre,Laptops,75.67,13.46,Bonus Buy,Get 10% off on earbuds,22,1248,South,Online,BU201,Retail Store
294,09-03-2023,13001,Lenovo ThinkPad,Laptops,67.35,10.34,Discount,Get 10% off,59,2579,East,In-store,BU217,Retail Store
295,09-07-2022,12001,Lenovo ThinkPad,Laptops,81.68,13.25,Discount,Get 10% off on earbuds,48,1513,North,Online,BU207,DistributionCenter
296,29-11-2022,12001,HP Spectre,Laptops,86.24,13.46,Free Gift,Get 10% off on earbuds,23,2910,West,Online,BU202,DistributionCenter
297,01-12-2022,12001,Lenovo ThinkPad,Laptops,62.21,11.45,BOGOF,Get a free laptop bag,12,2306,North,Catalog,BU216,Retail Store
298,20-10-2022,14001,Lenovo ThinkPad,Laptops,88.99,13.36,Bonus Buy,Get a free laptop bag,45,2109,South,Online,BU214,DistributionCenter
299,14-03-2022,13001,Dell XPS,Laptops,61.82,12.47,Discount,Free adapter,29,2181,North,In-store,BU219,DistributionCenter
300,27-03-2023,11001,Lenovo ThinkPad,Laptops,86.91,12.86,Discount,Get 10% off on earbuds,58,1270,North,In-store,BU212,DistributionCenter
301,04-12-2022,14001,HP Spectre,Laptops,78.56,13.69,Discount,Get 10% off,57,2819,North,Catalog,BU205,Retail Store
302,02-01-2022,11001,HP Spectre,Laptops,80.42,12.43,Bonus Buy,Free adapter,42,2407,Central,Online,BU200,Retail Store
303,19-06-2022,14001,MacBook Pro,Laptops,83.27,11.7,Bonus Buy,Get 10% off,56,2446,West,In-store,BU212,Retail Store
304,12-11-2023,11001,MacBook Pro,Laptops,67.76,12.98,Free Gift,Free adapter,30,2732,South,Catalog,BU218,DistributionCenter
305,06-06-2023,12001,HP Spectre,Laptops,78.35,10.49,Bonus Buy,Get 10% off,17,2367,West,Online,BU213,Retail Store
306,23-10-2022,12001,Lenovo ThinkPad,Laptops,64.24,11.86,Discount,Free adapter,37,2500,East,In-store,BU219,DistributionCenter
307,14-05-2022,14001,Lenovo ThinkPad,Laptops,89.97,13.69,BOGOF,Free adapter,28,1681,East,Catalog,BU213,DistributionCenter
308,22-03-2023,12001,HP Spectre,Laptops,70.08,14.74,Free Gift,Get a free laptop bag,55,1276,East,Catalog,BU216,Retail Store
309,10-01-2023,13001,Lenovo ThinkPad,Laptops,80.16,14.27,BOGOF,Get a free laptop bag,11,1928,West,Catalog,BU202,DistributionCenter
310,24-12-2023,13001,Dell XPS,Laptops,84.54,13.79,Free Gift,Free adapter,20,2157,North,In-store,BU209,Retail Store
311,30-06-2023,14001,Dell XPS,Laptops,75.64,10.29,Discount,Free adapter,56,1287,West,Catalog,BU203,Retail Store
312,06-03-2023,13001,HP Spectre,Laptops,71.8,14.67,BOGOF,Get 10% off,53,1369,South,In-store,BU209,Retail Store
313,16-10-2023,14001,MacBook Pro,Laptops,83.01,13.83,BOGOF,Free adapter,39,1874,North,Online,BU200,DistributionCenter
314,08-12-2022,13001,Lenovo ThinkPad,Laptops,73.91,14.2,Bonus Buy,Free adapter,18,2154,South,In-store,BU203,Retail Store
315,11-08-2023,12001,HP Spectre,Laptops,67.11,12.63,Free Gift,Get 10% off on earbuds,59,1520,North,In-store,BU213,Retail Store
316,27-04-2022,14001,MacBook Pro,Laptops,73.61,14.42,Bonus Buy,Get 10% off on earbuds,36,1542,South,In-store,BU204,DistributionCenter
317,21-05-2023,12001,MacBook Pro,Laptops,84.07,14.29,Bonus Buy,Get 10% off on earbuds,29,1623,Central,Online,BU204,DistributionCenter
318,09-09-2022,13001,Dell XPS,Laptops,67.43,10.65,BOGOF,Get 10% off,50,1437,West,Online,BU209,DistributionCenter
319,15-08-2023,11001,HP Spectre,Laptops,86.18,11.6,BOGOF,Free adapter,55,2196,North,Catalog,BU219,DistributionCenter
320,13-07-2023,12001,Dell XPS,Laptops,78.29,11.48,Bonus Buy,Get 10% off,14,1249,East,In-store,BU204,DistributionCenter
321,09-08-2022,11001,Lenovo ThinkPad,Laptops,63.35,11.47,Discount,Free adapter,44,1552,North,Online,BU203,Retail Store
322,08-04-2022,14001,Lenovo ThinkPad,Laptops,87.05,10.68,Free Gift,Get 10% off,30,1358,North,In-store,BU204,Retail Store
323,04-04-2022,13001,MacBook Pro,Laptops,69.78,14.22,Bonus Buy,Get 10% off on earbuds,16,1952,Central,In-store,BU201,Retail Store
324,23-10-2022,13001,Dell XPS,Laptops,65.02,11.71,BOGOF,Get 10% off,14,1276,North,In-store,BU213,Retail Store
325,26-04-2022,14001,Dell XPS,Laptops,78.62,12.9,Discount,Get a free laptop bag,46,1309,Central,Catalog,BU202,DistributionCenter
326,25-03-2023,11001,HP Spectre,Laptops,62.54,13.02,Free Gift,Free adapter,23,2163,West,Online,BU205,DistributionCenter
327,05-01-2022,14001,MacBook Pro,Laptops,81.12,13.3,Bonus Buy,Get 10% off on earbuds,21,2643,North,In-store,BU204,DistributionCenter
328,16-06-2022,11001,Dell XPS,Laptops,66.02,11.78,BOGOF,Get 10% off on earbuds,38,2987,Central,Online,BU219,Retail Store
329,19-08-2023,14001,Dell XPS,Laptops,60.36,12.78,Discount,Get 10% off,57,1635,East,Online,BU210,Retail Store
330,01-10-2023,12001,Dell XPS,Laptops,71.95,11.81,BOGOF,Get a free laptop bag,52,1926,Central,In-store,BU218,DistributionCenter
331,12-11-2023,14001,MacBook Pro,Laptops,79.24,13.52,BOGOF,Get 10% off,49,1928,North,Catalog,BU209,Retail Store
332,05-08-2022,12001,MacBook Pro,Laptops,89.36,10.9,Free Gift,Get 10% off,57,1609,West,In-store,BU200,DistributionCenter
333,16-02-2023,11001,HP Spectre,Laptops,68.96,14.54,Bonus Buy,Free adapter,22,1953,West,Online,BU205,DistributionCenter
334,28-01-2022,14001,HP Spectre,Laptops,64.36,10.31,Discount,Get 10% off,22,2765,Central,Online,BU212,Retail Store
335,07-03-2022,12001,Dell XPS,Laptops,85.62,10.27,Free Gift,Get a free laptop bag,51,1273,North,In-store,BU215,Retail Store
336,10-04-2023,14001,HP Spectre,Laptops,79.56,13.51,Free Gift,Get a free laptop bag,40,2619,North,In-store,BU219,DistributionCenter
337,08-03-2022,14001,HP Spectre,Laptops,75.77,10.56,Bonus Buy,Free adapter,49,2731,West,Catalog,BU211,Retail Store
338,09-08-2023,12001,MacBook Pro,Laptops,83.36,14.52,BOGOF,Get a free laptop bag,28,1624,South,Online,BU204,DistributionCenter
339,15-10-2022,14001,MacBook Pro,Laptops,64.05,12.82,Bonus Buy,Get 10% off,47,2900,South,Catalog,BU207,Retail Store
340,25-07-2023,14001,MacBook Pro,Laptops,79.78,14.83,BOGOF,Get 10% off,28,1432,South,Catalog,BU201,Retail Store
341,26-10-2022,11001,Lenovo ThinkPad,Laptops,60.7,10.94,Bonus Buy,Get a free laptop bag,56,1812,East,Catalog,BU209,Retail Store
342,06-02-2023,12001,MacBook Pro,Laptops,65.65,14.27,BOGOF,Free adapter,31,2663,East,Online,BU218,Retail Store
343,13-12-2023,11001,HP Spectre,Laptops,69.59,11.9,Free Gift,Get a free laptop bag,15,2969,South,In-store,BU210,DistributionCenter
344,13-07-2023,11001,MacBook Pro,Laptops,80.69,14.03,BOGOF,Free adapter,52,1357,Central,In-store,BU219,DistributionCenter
345,08-01-2023,14001,MacBook Pro,Laptops,72.24,11.77,Free Gift,Free adapter,33,2958,Central,Catalog,BU219,DistributionCenter
346,12-11-2023,14001,HP Spectre,Laptops,79.1,12.32,Discount,Get 10% off,23,2648,East,In-store,BU203,Retail Store
347,20-07-2023,11001,MacBook Pro,Laptops,71.75,13.41,Free Gift,Get 10% off,37,2189,Central,In-store,BU201,DistributionCenter
348,05-07-2022,12001,HP Spectre,Laptops,87.75,11.41,Bonus Buy,Get 10% off on earbuds,34,2330,West,Catalog,BU209,Retail Store
349,16-10-2023,13001,MacBook Pro,Laptops,65.09,11,BOGOF,Get a free laptop bag,50,2107,West,Online,BU212,Retail Store
350,02-11-2023,12001,Lenovo ThinkPad,Laptops,75.13,14.74,Free Gift,Get 10% off,13,1771,West,In-store,BU201,Retail Store
351,04-05-2022,13001,Lenovo ThinkPad,Laptops,73.3,11.05,Bonus Buy,Free adapter,48,2829,South,In-store,BU203,Retail Store
352,11-12-2022,11001,HP Spectre,Laptops,88.35,10.65,Discount,Free adapter,14,2161,West,In-store,BU201,DistributionCenter
353,18-09-2022,13001,MacBook Pro,Laptops,60.69,11.29,Bonus Buy,Free adapter,54,1530,Central,In-store,BU211,DistributionCenter
354,27-12-2022,14001,Lenovo ThinkPad,Laptops,64.82,11.45,Discount,Get a free laptop bag,18,1577,North,Catalog,BU207,DistributionCenter
355,29-12-2022,13001,MacBook Pro,Laptops,64.42,13.36,Free Gift,Get 10% off,58,2604,West,Online,BU209,Retail Store
356,22-10-2023,11001,MacBook Pro,Laptops,87.94,12.59,Discount,Get 10% off,59,1926,Central,In-store,BU203,Retail Store
357,02-03-2022,14001,HP Spectre,Laptops,73.25,13.12,BOGOF,Get a free laptop bag,55,2727,West,Online,BU214,Retail Store
358,03-04-2022,14001,MacBook Pro,Laptops,66.21,14.28,BOGOF,Get 10% off,11,2995,South,Online,BU203,DistributionCenter
359,22-03-2022,14001,HP Spectre,Laptops,67.55,13.38,Discount,Get 10% off on earbuds,41,2216,Central,In-store,BU211,Retail Store
360,08-02-2022,13001,Dell XPS,Laptops,70.19,13.82,Free Gift,Free adapter,24,1252,South,Catalog,BU200,DistributionCenter
361,02-09-2022,11001,Lenovo ThinkPad,Laptops,85.98,10.05,Bonus Buy,Free adapter,38,1422,North,Catalog,BU216,Retail Store
362,23-01-2022,12001,Dell XPS,Laptops,74.88,10.51,Bonus Buy,Get a free laptop bag,44,1444,Central,Online,BU212,DistributionCenter
363,21-01-2023,14001,MacBook Pro,Laptops,71.7,11.67,Bonus Buy,Get 10% off on earbuds,35,1697,Central,In-store,BU218,DistributionCenter
364,15-12-2023,14001,Dell XPS,Laptops,66.46,13.29,Discount,Get 10% off on earbuds,48,1489,East,Online,BU219,Retail Store
365,27-06-2022,12001,MacBook Pro,Laptops,63.26,14.93,Free Gift,Get 10% off on earbuds,15,2708,East,In-store,BU218,Retail Store
366,07-01-2023,12001,Lenovo ThinkPad,Laptops,84.63,12.04,Discount,Get a free laptop bag,40,2676,West,Catalog,BU218,Retail Store
367,08-01-2022,11001,Lenovo ThinkPad,Laptops,77.83,10.82,Free Gift,Get 10% off on earbuds,58,2774,Central,Online,BU202,Retail Store
368,05-02-2022,14001,Lenovo ThinkPad,Laptops,84.5,11.07,Free Gift,Get 10% off,14,2151,West,Online,BU207,DistributionCenter
369,27-07-2023,13001,Dell XPS,Laptops,82.97,10.24,Discount,Get a free laptop bag,33,2892,South,In-store,BU202,Retail Store
370,27-06-2023,14001,Dell XPS,Laptops,79.91,12.83,Discount,Free adapter,56,2175,Central,In-store,BU214,DistributionCenter
371,14-09-2023,11001,Dell XPS,Laptops,84.91,12.06,BOGOF,Get 10% off on earbuds,44,1726,East,Catalog,BU219,Retail Store
372,22-09-2023,12001,HP Spectre,Laptops,86.53,13.97,Bonus Buy,Get 10% off,39,2146,South,Catalog,BU213,DistributionCenter
373,19-11-2022,11001,Lenovo ThinkPad,Laptops,75.22,12.75,Free Gift,Free adapter,20,2515,South,Online,BU207,DistributionCenter
374,29-08-2022,14001,Dell XPS,Laptops,77.6,13.55,Free Gift,Get 10% off on earbuds,25,2563,Central,Online,BU201,Retail Store
375,21-02-2023,12001,Lenovo ThinkPad,Laptops,84.9,10.13,Free Gift,Get 10% off on earbuds,47,1313,East,Online,BU214,Retail Store
376,04-03-2023,11001,Dell XPS,Laptops,67.8,10.51,Discount,Get a free laptop bag,46,1577,West,In-store,BU211,Retail Store
377,20-11-2022,14001,Lenovo ThinkPad,Laptops,81.13,11.91,BOGOF,Get a free laptop bag,18,2367,Central,Catalog,BU214,DistributionCenter
378,30-09-2022,14001,Lenovo ThinkPad,Laptops,67.51,12.67,Discount,Get a free laptop bag,60,1372,South,In-store,BU214,Retail Store
379,03-06-2022,11001,Lenovo ThinkPad,Laptops,80.35,12.01,BOGOF,Get 10% off on earbuds,18,2207,East,In-store,BU202,Retail Store
380,20-09-2023,11001,Lenovo ThinkPad,Laptops,84.55,11.42,Discount,Get 10% off on earbuds,41,2308,Central,Catalog,BU205,DistributionCenter
381,15-05-2022,12001,Lenovo ThinkPad,Laptops,72.32,10.1,Free Gift,Free adapter,21,1643,East,Catalog,BU207,Retail Store
382,08-03-2023,12001,HP Spectre,Laptops,74.3,13.95,BOGOF,Free adapter,17,2122,South,Online,BU218,Retail Store
383,14-09-2023,14001,Lenovo ThinkPad,Laptops,75.32,14.7,BOGOF,Get 10% off on earbuds,56,1899,South,In-store,BU205,DistributionCenter
384,08-03-2023,14001,Dell XPS,Laptops,75.52,14.34,Bonus Buy,Get 10% off on earbuds,30,2946,North,Online,BU202,DistributionCenter
385,13-01-2023,11001,Lenovo ThinkPad,Laptops,66.01,14.73,Free Gift,Get 10% off,41,1754,South,Catalog,BU210,DistributionCenter
386,08-08-2023,12001,MacBook Pro,Laptops,87.19,14.69,Discount,Free adapter,17,1208,North,In-store,BU203,Retail Store
387,14-09-2023,11001,MacBook Pro,Laptops,69.28,14.14,BOGOF,Get 10% off on earbuds,42,1408,Central,In-store,BU200,Retail Store
388,31-05-2023,14001,Lenovo ThinkPad,Laptops,71.32,10.57,BOGOF,Free adapter,16,2099,Central,Catalog,BU219,Retail Store
389,18-09-2022,12001,HP Spectre,Laptops,86.95,12.91,Bonus Buy,Get 10% off,50,1563,East,Online,BU212,DistributionCenter
390,21-11-2023,12001,Dell XPS,Laptops,73.62,14.48,BOGOF,Get a free laptop bag,14,2436,East,In-store,BU219,DistributionCenter
391,07-07-2022,11001,MacBook Pro,Laptops,79.98,14.43,Discount,Get 10% off,31,1994,North,Catalog,BU200,Retail Store
392,26-11-2023,11001,HP Spectre,Laptops,71.33,14.93,BOGOF,Get 10% off on earbuds,15,2671,East,Online,BU214,Retail Store
393,13-01-2023,11001,Dell XPS,Laptops,63.49,11.91,BOGOF,Get 10% off on earbuds,56,2467,West,Online,BU201,Retail Store
394,05-03-2023,12001,Lenovo ThinkPad,Laptops,67.93,14.03,Free Gift,Get 10% off on earbuds,20,1913,Central,In-store,BU216,DistributionCenter
